plan_name_upper,plan_domain,lines,carrier_group,carrier_parent,carrier_type,resolved_from,submitter_group,submitter_type
KALMAR USA HOLDING INC,multiplan.com,2,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AMERICAN ASSOCIATION FOR RESPIRATORY CAR,cigna.com,2,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BARRINGTON SERVICES CORPORATION,cigna.com,2,Cigna,Cigna,Carrier,domain,Cigna,Carrier
TEAM AIR DISTRIBUTING INC.,cigna.com,2,Cigna,Cigna,Carrier,domain,Cigna,Carrier
"SKADDEN,ARPS,SLATE,MEAGHER",uhc.com,2,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
"TRI STAR SERVICES, LLC",cigna.com,2,Cigna,Cigna,Carrier,domain,Cigna,Carrier
MAI CAPITAL MANAGEMENT LLC,cigna.com,2,Cigna,Cigna,Carrier,domain,Cigna,Carrier
HITT CONTRACTING INC. HEALTH & WELFARE,cigna.com,2,Cigna,Cigna,Carrier,domain,Cigna,Carrier
"ANTHEM,",anthem.com,2,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
GARDANT MANAGEMENT SOLUTIONS INC,betterhealthplan.com,2,,,,,Other / direct,Unclassified
FREEDOM LIFE INSURANCE COMPANY,ushealthgroup.com,2,USHEALTH / Freedom Life,USHEALTH,Carrier,name,Other / direct,Unclassified
"CONTINENTAL BENEFITS LLC, MARPAI INC COMPANY",marpaihealth.com,2,Marpai Health,Marpai,TPA / ASO,name,Other / direct,Unclassified
"BCBS, WOLTERS KLUWER",bcbstx.com,2,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
UPLAND SOFTWARE INC.,multiplan.com,2,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AMERICA'S CHOICE,achonline.com,2,,,,,Other / direct,Unclassified
"STREAM COMPANIES, INC., WELFARE BENEFIT",multiplan.com,2,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
RAMBOLL LIMITED AND IT'S US AFFILIATES,multiplan.com,2,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
STRUCTURED CRE (PLAN SPONSOR) TRES HEALTH - S&S HEALTH,ss-healthcare.com,2,,,,,Other / direct,Unclassified
